TRANSACTION_DATE,TRANSACTION_HOUR,TIMESTAMP,TOTAL_EVENTS,TOTAL_VOLUME,PAY_IN_VOLUME,PAY_OUT_VOLUME,PAY_IN_COUNT,PAY_OUT_COUNT,FAILURE_RATE,PAY_IN_RATIO,COMPLETED_COUNT,FAILED_COUNT,PROCESSING_COUNT,EVENTS_WITH_RETRIES,TOTAL_RETRIES,SUCCESSFUL_RETRIES,RETRY_RATE
2025-01-31,18,2025-01-31 18:00:00,1,8415.71,8415.71,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0,1,0.0,0.0
2025-01-31,19,2025-01-31 19:00:00,3,16700.579999999998,430.12,16270.46,1.0,2.0,66.67,33.33,1.0,2.0,0.0,0,1,1.0,0.0
2025-01-31,20,2025-01-31 20:00:00,3,21654.29,8002.55,13651.74,1.0,2.0,0.0,33.33,2.0,0.0,1.0,0,0,0.0,0.0
2025-01-31,21,2025-01-31 21:00:00,3,14032.829999999998,7128.79,6904.04,1.0,2.0,0.0,33.33,1.0,0.0,1.0,0,0,0.0,0.0
2025-01-31,22,2025-01-31 22:00:00,6,26797.82,16119.199999999999,10678.619999999999,4.0,2.0,0.0,66.67,5.0,0.0,1.0,0,0,0.0,0.0
2025-01-31,23,2025-01-31 23:00:00,2,9918.64,0.0,9918.64,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,6,36037.42,26173.31,9864.11,4.0,2.0,0.0,66.67,4.0,0.0,2.0,1,0,0.0,16.67
2025-02-01,1,2025-02-01 01:00:00,4,14333.59,4428.75,9904.84,1.0,3.0,25.0,25.0,1.0,1.0,1.0,1,0,0.0,25.0
2025-02-01,2,2025-02-01 02:00:00,3,21704.92,13485.76,8219.16,2.0,1.0,0.0,66.67,3.0,0.0,0.0,1,2,0.0,33.33
2025-02-01,3,2025-02-01 03:00:00,7,28917.87,11084.029999999999,17833.84,2.0,5.0,14.29,28.57,4.0,1.0,1.0,1,2,0.0,14.29
2025-02-01,4,2025-02-01 04:00:00,3,15080.350000000002,15080.350000000002,0.0,3.0,0.0,33.33,100.0,2.0,1.0,0.0,0,0,0.0,0.0
2025-02-01,5,2025-02-01 05:00:00,5,25302.68,9882.7,15419.98,2.0,3.0,0.0,40.0,4.0,0.0,1.0,1,0,0.0,20.0
2025-02-01,6,2025-02-01 06:00:00,5,26726.93,5564.02,21162.91,1.0,4.0,20.0,20.0,2.0,1.0,0.0,0,1,0.0,0.0
2025-02-01,7,2025-02-01 07:00:00,3,7410.28,2218.18,5192.1,2.0,1.0,0.0,66.67,2.0,0.0,1.0,0,1,1.0,0.0
2025-02-01,8,2025-02-01 08:00:00,4,24027.09,0.0,24027.09,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0
2025-02-01,9,2025-02-01 09:00:00,4,28099.940000000002,20136.02,7963.92,3.0,1.0,0.0,75.0,3.0,0.0,0.0,1,0,0.0,25.0
2025-02-01,10,2025-02-01 10:00:00,7,36815.24,12873.54,23941.7,2.0,5.0,14.29,28.57,6.0,1.0,0.0,2,1,0.0,28.57
2025-02-01,11,2025-02-01 11:00:00,5,29145.28,12950.119999999999,16195.16,3.0,2.0,0.0,60.0,5.0,0.0,0.0,1,0,0.0,20.0
2025-02-01,12,2025-02-01 12:00:00,2,486.64,475.11,11.53,1.0,1.0,0.0,50.0,2.0,0.0,0.0,0,1,0.0,0.0
2025-02-01,13,2025-02-01 13:00:00,1,7714.5,7714.5,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0,3,1.0,0.0
2025-02-01,14,2025-02-01 14:00:00,2,5576.360000000001,5576.360000000001,0.0,2.0,0.0,50.0,100.0,1.0,1.0,0.0,0,0,0.0,0.0
2025-02-01,15,2025-02-01 15:00:00,3,23331.88,17184.58,6147.3,2.0,1.0,0.0,66.67,2.0,0.0,1.0,0,0,0.0,0.0
2025-02-01,16,2025-02-01 16:00:00,2,11857.73,4053.99,7803.74,1.0,1.0,50.0,50.0,1.0,1.0,0.0,0,0,0.0,0.0
2025-02-01,17,2025-02-01 17:00:00,4,20340.34,6103.5,14236.84,1.0,3.0,0.0,25.0,3.0,0.0,1.0,0,0,0.0,0.0
2025-02-01,18,2025-02-01 18:00:00,3,19285.91,19285.91,0.0,3.0,0.0,0.0,100.0,3.0,0.0,0.0,1,0,0.0,33.33
2025-02-01,19,2025-02-01 19:00:00,5,28653.0,25820.67,2832.33,4.0,1.0,20.0,80.0,4.0,1.0,0.0,0,0,0.0,0.0
2025-02-01,20,2025-02-01 20:00:00,6,38801.73,19244.4,19557.33,4.0,2.0,16.67,66.67,2.0,1.0,3.0,1,1,1.0,16.67
2025-02-01,21,2025-02-01 21:00:00,4,23111.27,15849.93,7261.34,3.0,1.0,50.0,75.0,2.0,2.0,0.0,1,1,1.0,25.0
2025-02-01,22,2025-02-01 22:00:00,3,14131.369999999999,0.0,14131.369999999999,0.0,3.0,33.33,0.0,1.0,1.0,0.0,0,0,0.0,0.0
2025-02-01,23,2025-02-01 23:00:00,6,30109.32,3457.88,26651.440000000002,2.0,4.0,0.0,33.33,5.0,0.0,1.0,1,1,1.0,16.67
2025-02-02,0,2025-02-02 00:00:00,3,11935.83,2358.6,9577.23,2.0,1.0,0.0,66.67,1.0,0.0,1.0,1,0,0.0,33.33
2025-02-02,1,2025-02-02 01:00:00,3,13152.060000000001,2144.78,11007.28,1.0,2.0,0.0,33.33,1.0,0.0,0.0,0,2,1.0,0.0
2025-02-02,2,2025-02-02 02:00:00,4,19513.2,8004.55,11508.65,1.0,3.0,0.0,25.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-02,3,2025-02-02 03:00:00,5,25455.629999999997,16169.380000000001,9286.25,3.0,2.0,0.0,60.0,4.0,0.0,0.0,0,0,0.0,0.0
2025-02-02,4,2025-02-02 04:00:00,5,35504.86,10464.77,25040.090000000004,2.0,3.0,0.0,40.0,4.0,0.0,1.0,2,0,0.0,40.0
2025-02-02,5,2025-02-02 05:00:00,4,17737.36,13227.93,4509.43,3.0,1.0,25.0,75.0,1.0,1.0,1.0,0,2,1.0,0.0
2025-02-02,6,2025-02-02 06:00:00,6,33540.18,18850.64,14689.539999999999,4.0,2.0,0.0,66.67,5.0,0.0,1.0,0,0,0.0,0.0
2025-02-02,7,2025-02-02 07:00:00,6,21104.68,11720.900000000001,9383.78,4.0,2.0,33.33,66.67,3.0,2.0,1.0,0,0,0.0,0.0
2025-02-02,8,2025-02-02 08:00:00,2,11374.880000000001,6063.67,5311.21,1.0,1.0,0.0,50.0,1.0,0.0,1.0,1,0,0.0,50.0
2025-02-02,9,2025-02-02 09:00:00,3,8444.67,8444.67,0.0,3.0,0.0,0.0,100.0,2.0,0.0,1.0,1,1,1.0,33.33
2025-02-02,10,2025-02-02 10:00:00,3,6665.63,1234.46,5431.17,1.0,2.0,0.0,33.33,2.0,0.0,0.0,1,0,0.0,33.33
2025-02-02,11,2025-02-02 11:00:00,6,34084.92,19438.36,14646.560000000001,3.0,3.0,0.0,50.0,5.0,0.0,1.0,1,0,0.0,16.67
2025-02-02,12,2025-02-02 12:00:00,4,29040.76,29040.76,0.0,4.0,0.0,0.0,100.0,3.0,0.0,0.0,2,2,1.0,50.0
2025-02-02,13,2025-02-02 13:00:00,6,29278.430000000004,10735.96,18542.47,3.0,3.0,0.0,50.0,6.0,0.0,0.0,2,4,1.0,33.33
2025-02-02,14,2025-02-02 14:00:00,3,14730.23,13548.93,1181.3,2.0,1.0,0.0,66.67,2.0,0.0,1.0,0,0,0.0,0.0
2025-02-02,15,2025-02-02 15:00:00,5,27240.690000000002,18457.690000000002,8783.0,3.0,2.0,20.0,60.0,3.0,1.0,1.0,0,0,0.0,0.0
2025-02-02,16,2025-02-02 16:00:00,6,31362.030000000002,1413.61,29948.420000000002,1.0,5.0,0.0,16.67,5.0,0.0,1.0,0,1,1.0,0.0
2025-02-02,17,2025-02-02 17:00:00,3,15457.86,6155.48,9302.38,1.0,2.0,0.0,33.33,2.0,0.0,1.0,0,0,0.0,0.0
2025-02-02,18,2025-02-02 18:00:00,5,20531.009999999995,3859.68,16671.329999999998,2.0,3.0,0.0,40.0,1.0,0.0,1.0,0,0,0.0,0.0
2025-02-02,19,2025-02-02 19:00:00,5,21054.73,3630.09,17424.64,2.0,3.0,0.0,40.0,2.0,0.0,2.0,1,0,0.0,20.0
2025-02-02,20,2025-02-02 20:00:00,4,22671.280000000002,22671.280000000002,0.0,4.0,0.0,0.0,100.0,2.0,0.0,2.0,1,0,0.0,25.0
2025-02-02,21,2025-02-02 21:00:00,4,21917.86,15583.189999999999,6334.67,3.0,1.0,0.0,75.0,4.0,0.0,0.0,1,2,1.0,25.0
2025-02-02,22,2025-02-02 22:00:00,3,20352.52,20352.52,0.0,3.0,0.0,0.0,100.0,0.0,0.0,2.0,0,0,0.0,0.0
2025-02-02,23,2025-02-02 23:00:00,3,14905.699999999999,10035.38,4870.32,2.0,1.0,0.0,66.67,3.0,0.0,0.0,0,1,0.0,0.0
2025-02-03,0,2025-02-03 00:00:00,4,19305.35,10104.18,9201.17,2.0,2.0,0.0,50.0,3.0,0.0,1.0,0,0,0.0,0.0
2025-02-03,1,2025-02-03 01:00:00,6,31779.030000000002,5825.12,25953.91,1.0,5.0,33.33,16.67,3.0,2.0,0.0,1,0,0.0,16.67
2025-02-03,2,2025-02-03 02:00:00,8,49408.35,33156.97,16251.38,5.0,3.0,12.5,62.5,4.0,1.0,1.0,2,0,0.0,25.0
2025-02-03,3,2025-02-03 03:00:00,2,8406.97,4883.54,3523.43,1.0,1.0,0.0,50.0,2.0,0.0,0.0,0,1,1.0,0.0
2025-02-03,4,2025-02-03 04:00:00,9,41941.03,26467.94,15473.09,5.0,4.0,11.11,55.56,8.0,1.0,0.0,2,3,2.0,22.22
2025-02-03,5,2025-02-03 05:00:00,2,11086.68,0.0,11086.68,0.0,2.0,50.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0
2025-02-03,6,2025-02-03 06:00:00,7,32546.93,14950.96,17595.97,2.0,5.0,0.0,28.57,5.0,0.0,2.0,1,1,0.0,14.29
2025-02-03,7,2025-02-03 07:00:00,4,11163.720000000001,5889.91,5273.8099999999995,2.0,2.0,25.0,50.0,3.0,1.0,0.0,0,1,1.0,0.0
2025-02-03,8,2025-02-03 08:00:00,2,18561.989999999998,9543.44,9018.55,1.0,1.0,50.0,50.0,1.0,1.0,0.0,0,0,0.0,0.0
2025-02-03,9,2025-02-03 09:00:00,1,3599.9,3599.9,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0.0
2025-02-03,10,2025-02-03 10:00:00,2,13676.25,13676.25,0.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-03,11,2025-02-03 11:00:00,2,10874.0,0.0,10874.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-03,12,2025-02-03 12:00:00,8,39265.86,29270.379999999997,9995.48,5.0,3.0,25.0,62.5,6.0,2.0,0.0,1,0,0.0,12.5
2025-02-03,13,2025-02-03 13:00:00,1,7159.23,0.0,7159.23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,2,1.0,0.0
2025-02-03,14,2025-02-03 14:00:00,3,21119.43,6560.98,14558.45,1.0,2.0,0.0,33.33,2.0,0.0,1.0,1,0,0.0,33.33
2025-02-03,15,2025-02-03 15:00:00,4,19018.95,3067.8,15951.15,1.0,3.0,25.0,25.0,3.0,1.0,0.0,0,0,0.0,0.0
2025-02-03,16,2025-02-03 16:00:00,1,1320.08,1320.08,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0,0,0.0,0.0
2025-02-03,17,2025-02-03 17:00:00,3,18232.12,9465.869999999999,8766.25,2.0,1.0,0.0,66.67,2.0,0.0,0.0,0,1,0.0,0.0
2025-02-03,18,2025-02-03 18:00:00,3,6343.82,5199.57,1144.25,2.0,1.0,0.0,66.67,2.0,0.0,1.0,0,0,0.0,0.0
2025-02-03,19,2025-02-03 19:00:00,4,23779.949999999997,9179.9,14600.05,2.0,2.0,25.0,50.0,2.0,1.0,0.0,1,1,0.0,25.0
2025-02-03,21,2025-02-03 21:00:00,2,12262.619999999999,5881.97,6380.65,1.0,1.0,0.0,50.0,2.0,0.0,0.0,1,0,0.0,50.0
2025-02-03,22,2025-02-03 22:00:00,7,38246.11,10487.52,27758.59,2.0,5.0,0.0,28.57,6.0,0.0,0.0,0,1,0.0,0.0
2025-02-03,23,2025-02-03 23:00:00,4,11183.27,6536.88,4646.39,2.0,2.0,50.0,50.0,1.0,2.0,1.0,0,0,0.0,0.0
2025-02-04,0,2025-02-04 00:00:00,4,9081.22,9081.22,0.0,4.0,0.0,0.0,100.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-04,1,2025-02-04 01:00:00,6,31567.309999999998,9446.16,22121.149999999998,2.0,4.0,0.0,33.33,5.0,0.0,0.0,0,0,0.0,0.0
2025-02-04,2,2025-02-04 02:00:00,3,9793.6,1137.67,8655.93,2.0,1.0,0.0,66.67,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-04,3,2025-02-04 03:00:00,7,29499.519999999997,23399.53,6099.99,5.0,2.0,14.29,71.43,3.0,1.0,2.0,1,0,0.0,14.29
2025-02-04,4,2025-02-04 04:00:00,5,13714.16,13714.16,0.0,5.0,0.0,40.0,100.0,3.0,2.0,0.0,1,1,1.0,20.0
2025-02-04,5,2025-02-04 05:00:00,5,28113.01,0.0,28113.01,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0
2025-02-04,6,2025-02-04 06:00:00,1,7955.61,0.0,7955.61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,100.0
2025-02-04,7,2025-02-04 07:00:00,6,21382.420000000002,6458.290000000001,14924.130000000001,2.0,4.0,33.33,33.33,2.0,2.0,1.0,0,0,0.0,0.0
2025-02-04,8,2025-02-04 08:00:00,3,25176.1,8619.48,16556.620000000003,1.0,2.0,0.0,33.33,3.0,0.0,0.0,1,2,2.0,33.33
2025-02-04,9,2025-02-04 09:00:00,4,10401.95,4424.23,5977.719999999999,2.0,2.0,0.0,50.0,3.0,0.0,1.0,0,0,0.0,0.0
2025-02-04,10,2025-02-04 10:00:00,5,33339.93,11835.55,21504.379999999997,2.0,3.0,0.0,40.0,2.0,0.0,2.0,0,0,0.0,0.0
2025-02-04,11,2025-02-04 11:00:00,1,1012.73,0.0,1012.73,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0
2025-02-04,12,2025-02-04 12:00:00,4,22234.77,2874.3,19360.47,1.0,3.0,0.0,25.0,3.0,0.0,1.0,1,0,0.0,25.0
2025-02-04,13,2025-02-04 13:00:00,5,21921.449999999997,5484.11,16437.34,1.0,4.0,40.0,20.0,2.0,2.0,1.0,0,1,0.0,0.0
2025-02-04,14,2025-02-04 14:00:00,6,28420.500000000004,15155.54,13264.960000000001,4.0,2.0,0.0,66.67,3.0,0.0,3.0,0,0,0.0,0.0
2025-02-04,15,2025-02-04 15:00:00,9,47003.91,22664.88,24339.03,4.0,5.0,0.0,44.44,4.0,0.0,3.0,2,1,0.0,22.22
2025-02-04,16,2025-02-04 16:00:00,6,24525.11,3656.5499999999997,20868.56,2.0,4.0,16.67,33.33,3.0,1.0,1.0,0,0,0.0,0.0
2025-02-04,17,2025-02-04 17:00:00,3,18865.12,9166.9,9698.22,1.0,2.0,0.0,33.33,1.0,0.0,1.0,1,1,1.0,33.33
2025-02-04,18,2025-02-04 18:00:00,6,26765.68,19122.68,7643.0,3.0,3.0,16.67,50.0,4.0,1.0,0.0,0,0,0.0,0.0
2025-02-04,19,2025-02-04 19:00:00,7,30459.020000000004,8973.67,21485.350000000002,2.0,5.0,0.0,28.57,5.0,0.0,1.0,1,2,2.0,14.29
2025-02-04,20,2025-02-04 20:00:00,5,17513.19,17513.19,0.0,5.0,0.0,0.0,100.0,5.0,0.0,0.0,0,0,0.0,0.0
2025-02-04,21,2025-02-04 21:00:00,6,24262.080000000005,15687.670000000002,8574.41,3.0,3.0,0.0,50.0,3.0,0.0,1.0,0,0,0.0,0.0
2025-02-04,22,2025-02-04 22:00:00,8,46323.280000000006,17938.21,28385.07,3.0,5.0,25.0,37.5,3.0,2.0,3.0,1,0,0.0,12.5
2025-02-04,23,2025-02-04 23:00:00,6,29423.61,14241.27,15182.34,3.0,3.0,0.0,50.0,5.0,0.0,0.0,0,0,0.0,0.0
2025-02-05,0,2025-02-05 00:00:00,4,22888.09,17454.29,5433.8,3.0,1.0,0.0,75.0,4.0,0.0,0.0,0,1,1.0,0.0
2025-02-05,1,2025-02-05 01:00:00,1,8169.83,0.0,8169.83,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0
2025-02-05,2,2025-02-05 02:00:00,4,24551.519999999997,346.42,24205.1,1.0,3.0,25.0,25.0,2.0,1.0,1.0,2,0,0.0,50.0
2025-02-05,3,2025-02-05 03:00:00,3,10252.189999999999,0.0,10252.189999999999,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0,1,0.0,0.0
2025-02-05,4,2025-02-05 04:00:00,6,24201.020000000004,14326.29,9874.73,4.0,2.0,33.33,66.67,2.0,2.0,2.0,0,1,1.0,0.0
2025-02-05,5,2025-02-05 05:00:00,4,13997.640000000001,2867.05,11130.59,1.0,3.0,0.0,25.0,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-05,6,2025-02-05 06:00:00,3,11265.619999999999,8719.57,2546.05,2.0,1.0,0.0,66.67,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-05,7,2025-02-05 07:00:00,5,28034.149999999998,8363.65,19670.5,2.0,3.0,0.0,40.0,2.0,0.0,2.0,0,0,0.0,0.0
2025-02-05,8,2025-02-05 08:00:00,7,33252.29,16676.56,16575.73,3.0,4.0,0.0,42.86,5.0,0.0,0.0,0,0,0.0,0.0
2025-02-05,9,2025-02-05 09:00:00,7,35471.439999999995,22476.219999999998,12995.22,5.0,2.0,0.0,71.43,6.0,0.0,1.0,0,0,0.0,0.0
2025-02-05,10,2025-02-05 10:00:00,7,43734.64,24738.34,18996.3,4.0,3.0,14.29,57.14,5.0,1.0,1.0,0,0,0.0,0.0
2025-02-05,11,2025-02-05 11:00:00,6,34585.17,14045.150000000001,20540.02,2.0,4.0,16.67,33.33,3.0,1.0,1.0,0,0,0.0,0.0
2025-02-05,12,2025-02-05 12:00:00,3,10803.84,9234.38,1569.46,2.0,1.0,0.0,66.67,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-05,13,2025-02-05 13:00:00,4,27861.850000000002,12315.8,15546.05,2.0,2.0,25.0,50.0,1.0,1.0,2.0,1,0,0.0,25.0
2025-02-05,14,2025-02-05 14:00:00,7,33740.33,9009.150000000001,24731.18,3.0,4.0,14.29,42.86,1.0,1.0,4.0,0,0,0.0,0.0
2025-02-05,15,2025-02-05 15:00:00,2,14900.0,0.0,14900.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0,1,1.0,0.0
2025-02-05,16,2025-02-05 16:00:00,5,23515.209999999995,9142.84,14372.37,2.0,3.0,0.0,40.0,4.0,0.0,1.0,0,0,0.0,0.0
2025-02-05,17,2025-02-05 17:00:00,5,13430.660000000002,4808.58,8622.08,2.0,3.0,0.0,40.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-05,18,2025-02-05 18:00:00,5,25009.579999999998,8944.09,16065.489999999998,2.0,3.0,20.0,40.0,2.0,1.0,1.0,0,0,0.0,0.0
2025-02-05,19,2025-02-05 19:00:00,3,15720.119999999999,11685.27,4034.85,2.0,1.0,33.33,66.67,0.0,1.0,1.0,1,0,0.0,33.33
2025-02-05,20,2025-02-05 20:00:00,5,36676.08,18314.93,18361.15,3.0,2.0,0.0,60.0,5.0,0.0,0.0,0,0,0.0,0.0
2025-02-05,21,2025-02-05 21:00:00,4,16061.23,2189.86,13871.369999999999,1.0,3.0,0.0,25.0,4.0,0.0,0.0,0,1,0.0,0.0
2025-02-05,22,2025-02-05 22:00:00,2,1829.62,870.66,958.96,1.0,1.0,0.0,50.0,2.0,0.0,0.0,1,0,0.0,50.0
2025-02-05,23,2025-02-05 23:00:00,5,23503.58,19787.95,3715.63,4.0,1.0,0.0,80.0,4.0,0.0,0.0,0,1,1.0,0.0
2025-02-06,0,2025-02-06 00:00:00,5,25836.059999999998,5153.99,20682.07,1.0,4.0,0.0,20.0,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-06,1,2025-02-06 01:00:00,3,13577.66,6052.530000000001,7525.13,2.0,1.0,0.0,66.67,3.0,0.0,0.0,1,0,0.0,33.33
2025-02-06,2,2025-02-06 02:00:00,3,21852.269999999997,21852.269999999997,0.0,3.0,0.0,33.33,100.0,1.0,1.0,1.0,0,0,0.0,0.0
2025-02-06,3,2025-02-06 03:00:00,4,15987.769999999999,3360.63,12627.14,2.0,2.0,0.0,50.0,2.0,0.0,2.0,1,1,0.0,25.0
2025-02-06,4,2025-02-06 04:00:00,3,17359.67,9447.05,7912.62,2.0,1.0,0.0,66.67,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-06,5,2025-02-06 05:00:00,4,16109.04,11913.66,4195.38,3.0,1.0,0.0,75.0,3.0,0.0,1.0,0,0,0.0,0.0
2025-02-06,6,2025-02-06 06:00:00,7,27604.280000000002,15981.54,11622.740000000002,3.0,4.0,14.29,42.86,5.0,1.0,1.0,0,1,1.0,0.0
2025-02-06,7,2025-02-06 07:00:00,3,17425.39,3967.52,13457.869999999999,1.0,2.0,0.0,33.33,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-06,8,2025-02-06 08:00:00,4,8923.29,8923.29,0.0,4.0,0.0,0.0,100.0,3.0,0.0,1.0,0,0,0.0,0.0
2025-02-06,9,2025-02-06 09:00:00,3,14513.29,9635.54,4877.75,1.0,2.0,0.0,33.33,3.0,0.0,0.0,0,0,0.0,0.0
2025-02-06,10,2025-02-06 10:00:00,4,19433.21,19433.21,0.0,4.0,0.0,0.0,100.0,4.0,0.0,0.0,0,0,0.0,0.0
2025-02-06,11,2025-02-06 11:00:00,6,30821.929999999997,23185.36,7636.57,4.0,2.0,16.67,66.67,3.0,1.0,1.0,0,0,0.0,0.0
2025-02-06,12,2025-02-06 12:00:00,4,26728.559999999998,7802.01,18926.55,1.0,3.0,25.0,25.0,2.0,1.0,0.0,0,0,0.0,0.0
2025-02-06,13,2025-02-06 13:00:00,2,11933.48,2606.49,9326.99,1.0,1.0,50.0,50.0,1.0,1.0,0.0,1,0,0.0,50.0
2025-02-06,14,2025-02-06 14:00:00,7,22205.02,5191.860000000001,17013.16,2.0,5.0,0.0,28.57,5.0,0.0,1.0,2,0,0.0,28.57
2025-02-06,15,2025-02-06 15:00:00,2,9405.28,0.0,9405.28,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1,1,0.0,50.0
2025-02-06,16,2025-02-06 16:00:00,6,16404.570000000003,6647.08,9757.49,1.0,5.0,0.0,16.67,3.0,0.0,0.0,1,2,1.0,16.67
2025-02-06,17,2025-02-06 17:00:00,5,16259.37,10435.82,5823.549999999999,2.0,3.0,0.0,40.0,4.0,0.0,1.0,0,0,0.0,0.0
2025-02-06,18,2025-02-06 18:00:00,2,5041.0599999999995,5041.0599999999995,0.0,2.0,0.0,0.0,100.0,1.0,0.0,1.0,1,2,1.0,50.0
2025-02-06,19,2025-02-06 19:00:00,9,48143.020000000004,39274.33,8868.689999999999,7.0,2.0,11.11,77.78,5.0,1.0,1.0,2,0,0.0,22.22
2025-02-06,20,2025-02-06 20:00:00,8,54092.40000000001,26232.660000000003,27859.74,3.0,5.0,12.5,37.5,7.0,1.0,0.0,0,0,0.0,0.0
2025-02-06,21,2025-02-06 21:00:00,5,27601.39,10098.08,17503.309999999998,2.0,3.0,0.0,40.0,3.0,0.0,2.0,0,2,1.0,0.0
2025-02-06,22,2025-02-06 22:00:00,4,23059.94,1015.12,22044.82,1.0,3.0,0.0,25.0,4.0,0.0,0.0,0,1,1.0,0.0
2025-02-06,23,2025-02-06 23:00:00,8,24042.28,5030.3,19011.98,2.0,6.0,0.0,25.0,6.0,0.0,2.0,1,0,0.0,12.5
2025-02-07,0,2025-02-07 00:00:00,5,9956.92,4771.45,5185.47,4.0,1.0,20.0,80.0,1.0,1.0,2.0,0,0,0.0,0.0
2025-02-07,1,2025-02-07 01:00:00,7,36803.11,30029.62,6773.49,4.0,3.0,0.0,57.14,6.0,0.0,0.0,0,1,0.0,0.0
2025-02-07,2,2025-02-07 02:00:00,5,31043.7,15130.29,15913.41,2.0,3.0,40.0,40.0,3.0,2.0,0.0,0,1,1.0,0.0
2025-02-07,3,2025-02-07 03:00:00,5,24146.27,14426.54,9719.73,3.0,2.0,0.0,60.0,4.0,0.0,1.0,0,0,0.0,0.0
2025-02-07,4,2025-02-07 04:00:00,7,33642.399999999994,15637.710000000001,18004.69,4.0,3.0,14.29,57.14,4.0,1.0,1.0,0,0,0.0,0.0
2025-02-07,5,2025-02-07 05:00:00,2,7755.21,0.0,7755.21,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1,0,0.0,50.0
2025-02-07,6,2025-02-07 06:00:00,8,39712.04,16519.85,23192.190000000002,3.0,5.0,12.5,37.5,5.0,1.0,2.0,2,0,0.0,25.0
2025-02-07,7,2025-02-07 07:00:00,2,7230.93,2472.05,4758.88,1.0,1.0,0.0,50.0,2.0,0.0,0.0,0,1,1.0,0.0
2025-02-07,8,2025-02-07 08:00:00,5,30928.93,14048.07,16880.86,2.0,3.0,0.0,40.0,5.0,0.0,0.0,0,2,1.0,0.0
2025-02-07,9,2025-02-07 09:00:00,2,18077.18,18077.18,0.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-07,10,2025-02-07 10:00:00,9,46803.46000000001,31050.62,15752.84,6.0,3.0,0.0,66.67,8.0,0.0,0.0,0,0,0.0,0.0
2025-02-07,11,2025-02-07 11:00:00,2,14718.74,6124.5,8594.24,1.0,1.0,0.0,50.0,1.0,0.0,0.0,0,0,0.0,0.0
2025-02-07,12,2025-02-07 12:00:00,7,41141.96000000001,28243.43,12898.530000000002,4.0,3.0,0.0,57.14,6.0,0.0,1.0,0,0,0.0,0.0
2025-02-07,13,2025-02-07 13:00:00,4,28586.440000000002,23473.98,5112.46,3.0,1.0,0.0,75.0,2.0,0.0,0.0,0,0,0.0,0.0
2025-02-07,14,2025-02-07 14:00:00,5,21061.57,11997.800000000001,9063.769999999999,3.0,2.0,40.0,60.0,2.0,2.0,1.0,0,0,0.0,0.0
2025-02-07,15,2025-02-07 15:00:00,5,29301.02,23217.47,6083.55,4.0,1.0,0.0,80.0,2.0,0.0,2.0,1,1,0.0,20.0
2025-02-07,16,2025-02-07 16:00:00,1,9630.3,0.0,9630.3,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
2025-02-07,17,2025-02-07 17:00:00,6,38929.909999999996,29313.03,9616.88,5.0,1.0,33.33,83.33,1.0,2.0,3.0,1,0,0.0,16.67
2025-02-07,18,2025-02-07 18:00:00,1,9382.99,9382.99,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0,1,0.0,0.0
2025-02-07,19,2025-02-07 19:00:00,7,35191.159999999996,26816.809999999998,8374.35,5.0,2.0,14.29,71.43,4.0,1.0,1.0,0,0,0.0,0.0
2025-02-07,20,2025-02-07 20:00:00,6,46029.14,32202.36,13826.779999999999,4.0,2.0,0.0,66.67,5.0,0.0,1.0,0,0,0.0,0.0
