event_id,client_id,type,amount,currency,status,error_code,created_at,completed_at,origin_country,destination_country
07d727b7-fcab-41d6-9871-e1bdbb1ff635,C0038,pay_in,7743.68,USD,completed,NONE,2025-01-12 13:18:00+00:00,2025-01-12 14:44:00+00:00,TO,BJ
867ccb74-9626-4a1e-bd8f-fd3d4baafd26,C0007,pay_out,9701.02,COP,created,NONE,2025-01-12 13:35:00+00:00,,VA,GB
42b7edaa-739b-4bf4-951b-c02a7a8a354d,C0019,pay_in,7622.73,COP,completed,NONE,2025-01-12 13:36:00+00:00,2025-01-12 13:54:00+00:00,MX,YE
3643236c-006f-4587-9c53-4cfdfc7dd2d9,C0019,pay_out,1655.13,EUR,processing,NONE,2025-01-12 13:37:00+00:00,,OM,FR
fb2790fd-bf08-4e91-bc91-2e92d75c1fb1,C0007,pay_in,1957.61,USD,processing,NONE,2025-01-12 13:41:00+00:00,,OM,CZ
49ae18f5-e74e-4ee9-b083-9e9eb04d34fe,C0022,pay_out,8818.7,COP,created,NONE,2025-01-12 14:09:00+00:00,,BH,EG
171f661e-f4c2-47de-9e27-34eabc617ba1,C0025,pay_out,5535.71,USD,created,NONE,2025-01-12 14:14:00+00:00,,ET,MV
bacea7fc-c848-473f-bcc6-ef90fc0d51c7,C0035,pay_out,6880.71,COP,completed,NONE,2025-01-12 14:14:00+00:00,2025-01-12 15:16:00+00:00,DZ,HT
c67b08f4-a077-44d6-89a9-b11d6ff6ada8,C0039,pay_in,8991.87,USD,completed,NONE,2025-01-12 14:24:00+00:00,2025-01-12 15:47:00+00:00,NA,TM
2b5baa63-ef18-4d45-8f88-af7672fb7bb1,C0052,pay_in,91.72,USD,completed,NONE,2025-01-12 14:25:00+00:00,2025-01-12 15:07:00+00:00,ZW,CG
74792726-cadb-44fb-b3da-ee34374c1e2d,C0047,pay_in,5939.61,COP,completed,NONE,2025-01-12 14:36:00+00:00,2025-01-12 15:08:00+00:00,MZ,SR
e8377e42-2a97-49fd-94fa-1846677aea7c,C0022,pay_out,7166.98,MXN,completed,NONE,2025-01-12 15:00:00+00:00,2025-01-12 15:26:00+00:00,SV,CL
6ad47cd2-205b-45e4-8020-9c9a480b2e86,C0021,pay_in,1568.66,EUR,processing,NONE,2025-01-12 15:41:00+00:00,,GQ,GA
176bdee3-5b45-4c44-aa10-d494a65cdf98,C0015,pay_out,1909.41,COP,created,NONE,2025-01-12 15:44:00+00:00,,MW,TN
48fc7e18-3109-4c82-8c48-7ee70d31597e,C0018,pay_in,487.28,USD,completed,NONE,2025-01-12 15:47:00+00:00,2025-01-12 15:49:00+00:00,ET,SO
6dde3cfe-33e7-46eb-ac98-af2b4f79dfc0,C0012,pay_in,8782.39,USD,created,NONE,2025-01-12 15:54:00+00:00,,NR,SN
3ebc3d5c-838b-43b0-b282-890b1fa742aa,C0030,pay_out,8725.17,COP,completed,NONE,2025-01-12 16:09:00+00:00,2025-01-12 17:35:00+00:00,NI,ET
f91a392a-3e5d-406d-893d-36a5d473055e,C0002,pay_in,5856.9,EUR,completed,NONE,2025-01-12 16:22:00+00:00,2025-01-12 16:40:00+00:00,CD,SA
336cc105-5565-42a6-8613-6931b2871460,C0021,pay_in,554.69,EUR,completed,NONE,2025-01-12 16:27:00+00:00,2025-01-12 17:22:00+00:00,MY,BS
ed0d7774-afbd-45ae-86d1-9d8451b44761,C0023,pay_in,9896.79,USD,processing,NONE,2025-01-12 17:19:00+00:00,,TV,AD
9533cffd-7cbe-4602-a6c6-ddadc5d718ec,C0037,pay_in,4709.29,EUR,created,NONE,2025-01-12 17:41:00+00:00,,SR,GT
7c23701a-19e8-49b5-9108-9aecd1b3a77a,C0005,pay_in,7038.35,MXN,completed,NONE,2025-01-12 17:51:00+00:00,2025-01-12 18:11:00+00:00,BO,MK
90288677-1d9c-4583-97c1-b05332544224,C0051,pay_out,8250.16,COP,completed,NONE,2025-01-12 17:52:00+00:00,2025-01-12 17:55:00+00:00,HT,RW
27d4f287-1260-4e3c-9bea-ba5ef8056577,C0020,pay_in,2671.42,COP,failed,KYC_BLOCKED,2025-01-12 18:00:00+00:00,2025-01-12 19:28:00+00:00,SZ,JM
5ea41594-acd2-41fa-9185-dc9a11614a6a,C0002,pay_out,9013.01,EUR,created,NONE,2025-01-12 18:09:00+00:00,,ML,SE
1af9dc2e-b4bc-4d5d-b388-4c1f6739444d,C0040,pay_in,8081.1,COP,completed,NONE,2025-01-12 18:16:00+00:00,2025-01-12 18:23:00+00:00,KR,RU
40480372-c17b-4fcc-8b31-1f9f9ab4a48f,C0006,pay_out,7833.14,USD,completed,NONE,2025-01-12 18:40:00+00:00,2025-01-12 19:20:00+00:00,ER,MK
4ba4ada6-99dc-455f-b59a-2defa012129d,C0000,pay_out,207.86,EUR,completed,NONE,2025-01-12 19:19:00+00:00,2025-01-12 20:13:00+00:00,DM,JM
1fcfe130-ce4a-4512-bab1-e9478180ae66,C0017,pay_out,3227.26,EUR,failed,TIMEOUT,2025-01-12 19:28:00+00:00,2025-01-12 19:43:00+00:00,US,UA
5233766b-d079-4494-ad12-45eec53ab044,C0022,pay_out,6894.15,USD,completed,NONE,2025-01-12 20:01:00+00:00,2025-01-12 21:28:00+00:00,AD,CO
8e7dfd80-eea1-4774-8ab9-5abcb45e3ed9,C0041,pay_in,1798.43,EUR,completed,NONE,2025-01-12 20:11:00+00:00,2025-01-12 21:13:00+00:00,FM,SA
ce039f5a-39ff-4a5c-ad86-faf32797956c,C0032,pay_in,2024.32,MXN,processing,NONE,2025-01-12 20:23:00+00:00,,AF,GN
381607a0-bf21-4f9e-83cd-b53823fbea2e,C0022,pay_in,7187.89,COP,completed,NONE,2025-01-12 20:26:00+00:00,2025-01-12 21:31:00+00:00,BY,CZ
f06f8fbc-2910-4b1a-9928-51bf06dbd9ec,C0036,pay_out,6163.8,COP,completed,NONE,2025-01-12 20:33:00+00:00,2025-01-12 20:42:00+00:00,CZ,TG
d7f7f546-4a84-44f7-a82b-2982a89b472f,C0007,pay_in,8056.35,MXN,processing,NONE,2025-01-12 20:48:00+00:00,,CZ,SK
40568e86-48cf-47c1-b796-7ce29953fab8,C0047,pay_out,8644.38,EUR,created,NONE,2025-01-12 21:07:00+00:00,,AT,HR
0ebbf385-d59d-4779-bc23-dca2d9692945,C0024,pay_in,4507.72,MXN,processing,NONE,2025-01-12 21:39:00+00:00,,SB,AM
6dc3c1d3-1a3c-48df-bb4a-0b5e124c7cd7,C0044,pay_out,3377.96,MXN,completed,NONE,2025-01-12 21:47:00+00:00,2025-01-12 23:01:00+00:00,GB,SE
5b25cd62-6c3f-4f35-b9c3-c97180265f0f,C0025,pay_out,4063.53,USD,completed,NONE,2025-01-12 21:47:00+00:00,2025-01-12 22:38:00+00:00,MY,MZ
3ebb9d97-65a7-4a41-af96-0e175289060a,C0019,pay_out,7737.26,MXN,completed,NONE,2025-01-12 22:13:00+00:00,2025-01-12 23:28:00+00:00,TV,SB
65503d05-4f83-4d39-84aa-ee155878e495,C0039,pay_out,1068.96,MXN,failed,TIMEOUT,2025-01-12 22:16:00+00:00,2025-01-12 23:13:00+00:00,TD,MM
dd83415c-2e70-4727-943c-72bbc93d0f0e,C0018,pay_in,422.6,MXN,completed,NONE,2025-01-12 22:28:00+00:00,2025-01-12 22:46:00+00:00,ME,MG
7b6178ff-168a-4c65-bb4d-2622b00602f3,C0033,pay_out,2248.22,USD,failed,LIMIT_EXCEEDED,2025-01-12 22:46:00+00:00,2025-01-13 00:09:00+00:00,KE,SI
6e597020-c889-48b3-add7-a65bb0dd57aa,C0018,pay_out,2599.52,COP,completed,NONE,2025-01-12 22:53:00+00:00,2025-01-12 23:21:00+00:00,BD,CH
0272ed8c-e27a-4906-94ec-197a33e02470,C0036,pay_in,6387.04,COP,completed,NONE,2025-01-12 23:02:00+00:00,2025-01-13 00:10:00+00:00,MV,PY
61b601c2-3412-4fe3-98b6-69dad8f9a043,C0030,pay_in,5856.42,EUR,completed,NONE,2025-01-12 23:08:00+00:00,2025-01-12 23:20:00+00:00,MM,GN
889d67b6-bf36-40ab-aaa6-40e5c3bbe9b1,C0005,pay_in,7760.84,COP,processing,NONE,2025-01-12 23:18:00+00:00,,AT,EC
812cc551-8f30-42e4-9357-0ab5b8609f16,C0045,pay_out,4166.7,EUR,completed,NONE,2025-01-12 23:53:00+00:00,2025-01-13 01:16:00+00:00,AZ,ES
1a61f100-6acd-467d-bccd-e36b507fe90d,C0040,pay_in,3499.09,USD,completed,NONE,2025-01-12 23:58:00+00:00,2025-01-13 01:06:00+00:00,BO,VE
e7211a64-da74-48ba-8f46-73f709127355,C0049,pay_out,7058.88,COP,processing,NONE,2025-01-13 00:08:00+00:00,,BI,BH
4248f5e8-b57d-430a-83f0-253ba942b83c,C0045,pay_out,6901.52,MXN,processing,NONE,2025-01-13 00:08:00+00:00,,SC,ST
b598033a-1286-4f5c-bda7-65df873767ea,C0033,pay_out,7237.54,COP,created,NONE,2025-01-13 00:12:00+00:00,,LY,GB
0ea2a4d6-8050-4a20-9254-9197a839323f,C0042,pay_in,4601.46,MXN,completed,NONE,2025-01-13 00:19:00+00:00,2025-01-13 00:59:00+00:00,DO,CA
3adb8bc7-cab8-4901-af18-7df767d43585,C0031,pay_in,5630.28,COP,completed,NONE,2025-01-13 00:58:00+00:00,2025-01-13 01:37:00+00:00,CU,VA
ba77b504-6856-4ddd-ab72-f5081838110b,C0008,pay_in,4203.18,COP,completed,NONE,2025-01-13 00:58:00+00:00,2025-01-13 02:04:00+00:00,AD,BA
a9fb37f9-6e95-4ccd-8129-0613f452b4eb,C0024,pay_in,8787.93,EUR,failed,UNKNOWN,2025-01-13 01:11:00+00:00,2025-01-13 02:14:00+00:00,LU,MR
750a8f5a-4c2d-4ace-a4ed-2d01c4af07cd,C0006,pay_in,7092.31,COP,completed,NONE,2025-01-13 01:20:00+00:00,2025-01-13 02:43:00+00:00,SM,IE
5c100d06-58dc-4021-acfa-5a04884d3484,C0024,pay_in,4248.12,COP,processing,NONE,2025-01-13 01:33:00+00:00,,BW,AE
5d3941e1-c0e0-43dc-86fd-ce200ad2ab2c,C0025,pay_out,7460.77,MXN,completed,NONE,2025-01-13 01:36:00+00:00,2025-01-13 02:24:00+00:00,TO,CV
5103a416-0436-40e2-9946-09336f038b6a,C0052,pay_in,8386.84,USD,completed,NONE,2025-01-13 01:45:00+00:00,2025-01-13 02:39:00+00:00,AE,HT
f4dd03dd-5f15-4ab7-940f-caf2b60df310,C0056,pay_in,2663.77,MXN,failed,LIMIT_EXCEEDED,2025-01-13 02:05:00+00:00,2025-01-13 03:08:00+00:00,FI,MA
888f0fc7-14e1-4aa9-b458-bda9281c9716,C0024,pay_out,5174.29,EUR,completed,NONE,2025-01-13 02:43:00+00:00,2025-01-13 03:57:00+00:00,AE,DJ
f0322e7e-567e-47ab-8113-00c6fb0507e9,C0028,pay_out,4503.3,EUR,created,NONE,2025-01-13 02:46:00+00:00,,GA,SA
da6f632f-3120-40d7-9c76-10706cfabefa,C0032,pay_out,4330.45,MXN,completed,NONE,2025-01-13 02:49:00+00:00,2025-01-13 03:17:00+00:00,UY,ES
3635cc1d-473e-4b39-a70e-f954b2cf3e1b,C0048,pay_out,4879.75,USD,failed,LIMIT_EXCEEDED,2025-01-13 03:12:00+00:00,2025-01-13 03:18:00+00:00,PY,KR
fea9ccf0-0e04-4c0d-b529-9c0b2b4fd3e0,C0058,pay_in,486.7,EUR,completed,NONE,2025-01-13 03:19:00+00:00,2025-01-13 03:22:00+00:00,QA,EE
a376fac5-cf55-4829-a709-df3eae69a08e,C0039,pay_out,6676.44,USD,completed,NONE,2025-01-13 03:25:00+00:00,2025-01-13 03:46:00+00:00,IE,FI
f0328d59-c255-44d9-948b-ce6a09f1f81e,C0057,pay_in,7239.49,EUR,completed,NONE,2025-01-13 03:57:00+00:00,2025-01-13 04:36:00+00:00,PY,UY
aa5ff4fb-cd1b-4ada-a742-978c00732934,C0031,pay_in,5617.52,MXN,completed,NONE,2025-01-13 04:18:00+00:00,2025-01-13 05:20:00+00:00,MK,AM
bac7e0c7-2104-4e0f-9099-2181dd665d90,C0059,pay_out,3922.72,MXN,completed,NONE,2025-01-13 04:26:00+00:00,2025-01-13 04:31:00+00:00,KG,GD
11082b14-0729-440b-9475-a5271be06fe1,C0015,pay_out,5967.3,EUR,completed,NONE,2025-01-13 05:23:00+00:00,2025-01-13 06:13:00+00:00,JO,RS
f6f92370-6386-4393-94bf-b989ea1fa941,C0015,pay_out,2138.71,USD,created,NONE,2025-01-13 05:26:00+00:00,,CA,GA
4942b518-ee03-4f85-9b8b-af134b506924,C0022,pay_out,6282.16,COP,created,NONE,2025-01-13 05:29:00+00:00,,BA,ZM
5bb3ab7c-261e-40f8-9895-f670e22db9cf,C0046,pay_out,2189.19,EUR,created,NONE,2025-01-13 05:44:00+00:00,,US,YE
ec9a9908-a103-481a-8e9e-36dfd10d4022,C0011,pay_out,6597.54,MXN,processing,NONE,2025-01-13 05:53:00+00:00,,UA,FJ
a71ec1db-602e-424a-8ab7-ae9c48f95e40,C0028,pay_in,5576.91,EUR,failed,BANK_REJECT,2025-01-13 06:28:00+00:00,2025-01-13 07:27:00+00:00,TD,UA
a1f7d76e-59a1-4d6f-81cb-33ff93d73fe2,C0026,pay_in,230.72,COP,completed,NONE,2025-01-13 06:58:00+00:00,2025-01-13 07:03:00+00:00,UA,PE
c5c7d05a-9421-4acd-ba08-abd5b3421ef7,C0004,pay_in,4223.83,MXN,processing,NONE,2025-01-13 07:06:00+00:00,,BW,KW
dbc68c1c-3882-4607-9088-4df337489fcd,C0040,pay_in,9009.24,MXN,completed,NONE,2025-01-13 07:23:00+00:00,2025-01-13 07:38:00+00:00,AM,DE
b22181dd-7cda-45b6-88d2-380b80346d19,C0020,pay_in,6424.58,USD,completed,NONE,2025-01-13 07:23:00+00:00,2025-01-13 07:54:00+00:00,SO,SB
227c44e6-81e4-4cca-96e3-42760e1111b4,C0017,pay_in,2298.04,COP,completed,NONE,2025-01-13 07:40:00+00:00,2025-01-13 07:48:00+00:00,ET,BI
4589f0ce-f86b-49fb-a26c-40c99bfc5e33,C0038,pay_out,4086.2,MXN,processing,NONE,2025-01-13 07:43:00+00:00,,AE,KW
65e83164-7944-4840-bdaf-b7ae1797207d,C0041,pay_in,9120.64,COP,completed,NONE,2025-01-13 07:53:00+00:00,2025-01-13 08:24:00+00:00,TZ,HU
c8ae9d47-e537-4f43-89ec-5c328ea64711,C0042,pay_in,8107.18,EUR,completed,NONE,2025-01-13 08:05:00+00:00,2025-01-13 08:13:00+00:00,SR,BI
a130711d-af90-43f0-8920-bf41f63f0c7b,C0009,pay_in,1334.51,EUR,completed,NONE,2025-01-13 08:29:00+00:00,2025-01-13 09:48:00+00:00,PL,SL
b5829f9b-ebf7-4f3c-b307-683aaca0e9a7,C0046,pay_out,9255.54,COP,completed,NONE,2025-01-13 08:37:00+00:00,2025-01-13 09:55:00+00:00,DJ,GA
5eb07dcf-3113-44da-8d05-9456736d844d,C0015,pay_in,3101.28,EUR,processing,NONE,2025-01-13 08:54:00+00:00,,ID,KE
9474bbe3-bbaa-4ad7-8bc9-c7a6027c9512,C0050,pay_out,35.53,EUR,completed,NONE,2025-01-13 09:10:00+00:00,2025-01-13 09:32:00+00:00,WS,YE
b7ae5640-c22b-4610-a19c-9463c9d67dc3,C0023,pay_out,5947.43,EUR,failed,TIMEOUT,2025-01-13 09:12:00+00:00,2025-01-13 10:29:00+00:00,UG,LT
f29a8fce-93e7-4cea-9c10-c8b85261611e,C0031,pay_out,9646.12,COP,completed,NONE,2025-01-13 09:20:00+00:00,2025-01-13 09:44:00+00:00,GY,BZ
a6da59be-676e-4e1e-bdb1-28cb62cc1dac,C0021,pay_in,4783.45,MXN,completed,NONE,2025-01-13 09:22:00+00:00,2025-01-13 10:00:00+00:00,GM,TW
199c04cd-d06c-490f-b6b0-b43d076f1610,C0057,pay_in,5566.11,COP,completed,NONE,2025-01-13 09:31:00+00:00,2025-01-13 10:46:00+00:00,ER,ZW
47b1983b-d25c-4253-ad4d-3c85be8db2d3,C0030,pay_in,2367.71,EUR,completed,NONE,2025-01-13 09:49:00+00:00,2025-01-13 10:34:00+00:00,SC,ZW
327a4af5-a4c6-42e6-8fee-71af6641546c,C0031,pay_out,9035.37,USD,completed,NONE,2025-01-13 10:12:00+00:00,2025-01-13 11:37:00+00:00,NE,AZ
21093b12-7b48-479e-bef3-6be837e18e61,C0014,pay_out,8945.06,EUR,completed,NONE,2025-01-13 10:27:00+00:00,2025-01-13 10:43:00+00:00,MK,SD
d89c0e9b-9b32-495b-bb17-3ee6a7cfe218,C0009,pay_out,3920.96,COP,processing,NONE,2025-01-13 10:45:00+00:00,,GT,KE
e1acc947-7853-4f31-8354-8bf6507c8818,C0004,pay_out,8920.5,USD,completed,NONE,2025-01-13 11:00:00+00:00,2025-01-13 12:18:00+00:00,HR,SY
c798d1f3-2cee-4fd1-b930-f961c5b708e9,C0059,pay_out,730.29,USD,completed,NONE,2025-01-13 11:30:00+00:00,2025-01-13 12:04:00+00:00,GN,UG
05a49c55-f4c2-4c90-81c7-b74c7d3ee430,C0047,pay_out,7201.12,MXN,created,NONE,2025-01-13 11:40:00+00:00,,SG,MR
c85725ba-22e1-4acd-af55-c556005429d7,C0011,pay_out,9249.71,COP,completed,NONE,2025-01-13 11:43:00+00:00,2025-01-13 12:54:00+00:00,GB,FM
56f8fec7-0882-4bc1-94b1-0afcf77bf582,C0000,pay_out,8238.68,COP,completed,NONE,2025-01-13 11:56:00+00:00,2025-01-13 12:35:00+00:00,KG,MU
3330e6d8-aea9-49f0-85de-29e481273925,C0023,pay_in,8784.87,USD,completed,NONE,2025-01-13 12:27:00+00:00,2025-01-13 13:47:00+00:00,RS,SO
45bed6e6-1c89-4ab7-b59d-87a567f2bf48,C0056,pay_in,7692.47,USD,completed,NONE,2025-01-13 12:33:00+00:00,2025-01-13 14:01:00+00:00,SE,MK
e997d539-7981-4e70-bdeb-158ecc3838c8,C0006,pay_in,5043.42,EUR,completed,NONE,2025-01-13 12:36:00+00:00,2025-01-13 13:04:00+00:00,FM,NO
d6101b77-5d2f-49ac-8c4d-702c5cadec3c,C0008,pay_out,1940.22,COP,completed,NONE,2025-01-13 12:41:00+00:00,2025-01-13 12:54:00+00:00,IR,BJ
86cdfac1-5489-4818-897b-b2b0f3c39ee7,C0035,pay_in,5125.36,COP,completed,NONE,2025-01-13 12:46:00+00:00,2025-01-13 13:40:00+00:00,DO,FM
2335c5d2-62a9-495f-8944-ec9ad5197d49,C0057,pay_out,6552.86,USD,processing,NONE,2025-01-13 12:49:00+00:00,,GM,GM
665be7b4-622e-440b-b07c-650fd4bdda8e,C0041,pay_in,6705.48,MXN,completed,NONE,2025-01-13 13:24:00+00:00,2025-01-13 14:41:00+00:00,AG,DZ
df37cf24-271b-4927-a623-318559028151,C0027,pay_out,7207.65,COP,completed,NONE,2025-01-13 13:38:00+00:00,2025-01-13 14:55:00+00:00,BT,BD
cd1d63f2-f54c-4ab3-97f2-bf69c89cbf1c,C0051,pay_out,763.51,MXN,completed,NONE,2025-01-13 13:42:00+00:00,2025-01-13 15:08:00+00:00,PT,PA
7fcb0699-ef32-474c-80d8-27a7fd55783a,C0048,pay_in,4346.75,COP,completed,NONE,2025-01-13 13:53:00+00:00,2025-01-13 14:04:00+00:00,KH,TH
f68c8f0b-2d32-4516-8568-04384e26949b,C0041,pay_out,1318.27,EUR,completed,NONE,2025-01-13 14:09:00+00:00,2025-01-13 14:58:00+00:00,YE,GT
ce47f5e1-d69e-44f6-a51d-f30c4853591b,C0059,pay_in,7230.76,MXN,completed,NONE,2025-01-13 14:11:00+00:00,2025-01-13 15:05:00+00:00,HN,IT
250e6383-9cd4-4458-92f9-660479ed9a79,C0045,pay_in,563.24,COP,processing,NONE,2025-01-13 14:16:00+00:00,,IT,GH
0588ee16-38b2-4d57-bf6f-c96ebf6b80bc,C0035,pay_out,4582.43,COP,completed,NONE,2025-01-13 14:47:00+00:00,2025-01-13 16:14:00+00:00,AM,MH
934abdd4-12dc-4e01-b1df-078770fbf4db,C0057,pay_in,7970.46,EUR,completed,NONE,2025-01-13 14:54:00+00:00,2025-01-13 15:09:00+00:00,RW,MK
005ed3a1-0031-4db1-89f0-fc48b6165684,C0019,pay_in,2671.34,USD,completed,NONE,2025-01-13 15:12:00+00:00,2025-01-13 15:14:00+00:00,GN,PS
97667608-9081-4d33-af1a-c5602122845c,C0037,pay_in,2392.94,MXN,processing,NONE,2025-01-13 15:24:00+00:00,,GA,MN
88d25d0b-06d3-459f-a969-af2356b11df2,C0029,pay_out,5102.69,MXN,processing,NONE,2025-01-13 15:28:00+00:00,,TG,GM
6b7621cb-8fed-496a-828f-3263944ab3a6,C0056,pay_in,4376.39,USD,failed,UNKNOWN,2025-01-13 15:39:00+00:00,2025-01-13 16:55:00+00:00,FI,ER
01deff6a-83ed-4f15-ba28-0a49c11101b4,C0035,pay_out,4323.68,COP,completed,NONE,2025-01-13 15:41:00+00:00,2025-01-13 16:51:00+00:00,GQ,PS
94ac4c25-f1ed-4978-96aa-9ff6fe35a3d9,C0021,pay_in,68.97,COP,processing,NONE,2025-01-13 15:44:00+00:00,,LU,TZ
d14af48d-9323-4fcd-be68-f9264cb48ad0,C0029,pay_in,1133.79,COP,created,NONE,2025-01-13 15:55:00+00:00,,ST,RO
3c2f0911-02aa-4533-83b0-29949f56ffe7,C0042,pay_in,5168.48,COP,completed,NONE,2025-01-13 15:57:00+00:00,2025-01-13 17:18:00+00:00,CY,SZ
c3e57043-030b-4e47-9db9-465d5b984216,C0049,pay_out,87.08,MXN,completed,NONE,2025-01-13 16:01:00+00:00,2025-01-13 16:58:00+00:00,AD,RW
e757e87b-7812-4fbc-acfb-ebe2485b17a7,C0046,pay_in,4937.5,EUR,completed,NONE,2025-01-13 16:09:00+00:00,2025-01-13 17:32:00+00:00,IR,RO
b57a6b93-dcad-4cf7-872c-411505fb4aad,C0014,pay_in,6280.82,MXN,completed,NONE,2025-01-13 16:25:00+00:00,2025-01-13 17:25:00+00:00,DJ,TM
353b305e-7ed2-4843-ba21-21354461a5c2,C0046,pay_out,6954.25,COP,completed,NONE,2025-01-13 16:39:00+00:00,2025-01-13 17:32:00+00:00,FR,LK
da78999b-906a-427c-8dd6-41c9602d0299,C0029,pay_in,1695.09,USD,completed,NONE,2025-01-13 17:31:00+00:00,2025-01-13 18:58:00+00:00,CL,AR
b56fde1a-3794-40c7-85cd-e18723a11973,C0051,pay_out,3915.66,USD,failed,BANK_REJECT,2025-01-13 17:46:00+00:00,2025-01-13 18:00:00+00:00,BJ,PS
c59e6734-a353-4770-a25c-199a61e5940b,C0022,pay_out,3930.76,EUR,completed,NONE,2025-01-13 17:55:00+00:00,2025-01-13 19:24:00+00:00,SK,SC
639b3856-e669-434a-9717-78477a18fa5c,C0003,pay_in,19.89,EUR,completed,NONE,2025-01-13 17:58:00+00:00,2025-01-13 17:59:00+00:00,ES,RW
acb369a5-f3a3-4dc9-835b-1c38541c408f,C0011,pay_out,7274.98,COP,completed,NONE,2025-01-13 18:04:00+00:00,2025-01-13 18:30:00+00:00,KI,CL
f4f16848-d1fb-4aa9-b0ed-32ce6f76effc,C0027,pay_in,1819.28,USD,completed,NONE,2025-01-13 18:33:00+00:00,2025-01-13 19:00:00+00:00,BW,CL
783e8958-5ccb-4c78-a495-c4defe941b63,C0055,pay_out,1037.0,USD,completed,NONE,2025-01-13 18:34:00+00:00,2025-01-13 20:04:00+00:00,SI,ET
2d57046b-dd82-42e2-b076-099decdb4eb7,C0038,pay_in,6805.52,EUR,failed,KYC_BLOCKED,2025-01-13 18:42:00+00:00,2025-01-13 20:12:00+00:00,AU,MH
4c1446fb-3248-4e6c-a33e-46ce080eba18,C0059,pay_in,9605.02,COP,created,NONE,2025-01-13 18:55:00+00:00,,MH,MU
63e775de-428c-4fb8-902c-19557d09bba3,C0047,pay_out,2850.56,USD,completed,NONE,2025-01-13 18:55:00+00:00,2025-01-13 20:10:00+00:00,BJ,KP
9168931d-d538-4295-8855-692a89d2062b,C0041,pay_in,7022.45,EUR,completed,NONE,2025-01-13 19:01:00+00:00,2025-01-13 19:46:00+00:00,RU,UZ
7a58cc42-a896-4c63-878d-4f1836a89a04,C0002,pay_in,629.75,COP,completed,NONE,2025-01-13 19:39:00+00:00,2025-01-13 19:52:00+00:00,KN,UG
bd261bbb-06be-44ae-85f9-2f325636bdcb,C0031,pay_in,521.47,MXN,completed,NONE,2025-01-13 19:57:00+00:00,2025-01-13 21:11:00+00:00,TR,LC
b204f258-0c29-4459-8fe6-589668dd6ddf,C0031,pay_out,6512.63,USD,created,NONE,2025-01-13 19:58:00+00:00,,KN,IL
345192f5-5aa3-42ab-85f5-540e4f68c17f,C0010,pay_in,9368.15,MXN,completed,NONE,2025-01-13 20:02:00+00:00,2025-01-13 20:06:00+00:00,BB,ME
50e01775-3557-45aa-875c-e802eff5f87a,C0008,pay_in,5000.27,EUR,processing,NONE,2025-01-13 20:16:00+00:00,,VN,AL
ecbf775d-3482-4732-b9c8-814464a3bb17,C0022,pay_out,2833.23,MXN,processing,NONE,2025-01-13 20:16:00+00:00,,TT,DJ
e070606f-2401-43c5-bf80-dd4c067c8c14,C0047,pay_in,5506.47,USD,completed,NONE,2025-01-13 20:17:00+00:00,2025-01-13 21:46:00+00:00,VU,AR
ec9aaac9-617d-4ed7-b53c-138301369276,C0052,pay_in,2475.82,USD,processing,NONE,2025-01-13 20:49:00+00:00,,AO,IL
5c56e728-d729-4fa7-954c-5968575b467f,C0001,pay_in,1027.18,EUR,failed,KYC_BLOCKED,2025-01-13 20:49:00+00:00,2025-01-13 20:53:00+00:00,NI,KI
f862c48d-ae85-4603-8a65-2f0f3a41ace0,C0054,pay_in,8133.38,USD,completed,NONE,2025-01-13 21:00:00+00:00,2025-01-13 22:07:00+00:00,DE,MU
0919b5aa-a5c6-417c-8df8-dfe920dc4966,C0025,pay_in,1663.33,MXN,completed,NONE,2025-01-13 21:19:00+00:00,2025-01-13 21:36:00+00:00,LY,IN
d6f39452-08a8-4f34-9c52-639dfc0bc5af,C0003,pay_in,5106.19,USD,failed,TIMEOUT,2025-01-13 21:21:00+00:00,2025-01-13 21:33:00+00:00,KR,AF
5cf739ac-e90e-4e0a-98f9-b00eccdf4093,C0020,pay_in,6823.54,USD,completed,NONE,2025-01-13 21:22:00+00:00,2025-01-13 22:40:00+00:00,KW,LY
609b6072-20cd-40ff-b4c2-7e5370d89598,C0002,pay_out,3378.82,COP,completed,NONE,2025-01-13 21:26:00+00:00,2025-01-13 22:38:00+00:00,EC,LK
faba8cd8-815a-430c-a21c-572c1ee774a3,C0034,pay_in,2803.64,COP,completed,NONE,2025-01-13 21:31:00+00:00,2025-01-13 22:18:00+00:00,IR,BN
95170a61-d798-45e9-a185-6f6bf696d432,C0025,pay_in,1886.02,EUR,completed,NONE,2025-01-13 22:20:00+00:00,2025-01-13 22:30:00+00:00,MT,MY
30848ffb-cd1b-4863-abb0-dc42626f6a46,C0009,pay_in,9851.56,USD,completed,NONE,2025-01-13 22:37:00+00:00,2025-01-13 23:34:00+00:00,ZW,DK
6413bbc8-5bdd-4454-9e0e-d1004c959236,C0052,pay_out,589.61,MXN,completed,NONE,2025-01-13 22:41:00+00:00,2025-01-13 23:35:00+00:00,KZ,IS
54f862f0-bc23-4947-a58e-19fe06e3fa2b,C0002,pay_in,3825.39,USD,created,NONE,2025-01-13 23:09:00+00:00,,AG,MC
86c3af37-072e-4712-b539-b66a9f1c23e6,C0033,pay_out,7627.85,USD,completed,NONE,2025-01-13 23:53:00+00:00,2025-01-14 00:20:00+00:00,UA,FI
